YEAR,temp_above_90,humidity_above_90,humidity_below_10,U_Wet-Hot,U_Dry-Hot,Name,,YEAR2,temp_above_90,humidity_above_90,humidity_below_10,R_Wet-Hot,R_Dry-Hot,Name2
2002,10,16,12,5,0,c4_2,,2002,9,15,13,4,0,c4_2
2003,15,18,15,1,0,c4_2,,2003,13,19,14,1,0,c4_2
2004,5,10,12,2,0,c4_2,,2004,5,9,13,1,0,c4_2
2005,19,20,6,9,0,c4_2,,2005,20,17,6,5,0,c4_2
2006,59,14,29,8,12,c4_2,,2006,60,14,29,8,11,c4_2
2007,18,20,9,6,0,c4_2,,2007,18,22,9,7,0,c4_2
2008,16,12,14,4,1,c4_2,,2008,17,13,13,5,1,c4_2
2009,20,16,14,3,0,c4_2,,2009,18,16,15,4,0,c4_2
2010,24,14,11,4,0,c4_2,,2010,22,15,10,5,0,c4_2
2011,53,5,57,1,17,c4_2,,2011,52,5,53,1,15,c4_2
2012,14,17,12,3,0,c4_2,,2012,15,19,12,6,0,c4_2
2013,58,19,22,10,8,c4_2,,2013,56,17,16,9,4,c4_2
2014,9,13,12,2,0,c4_2,,2014,10,11,13,2,0,c4_2
2015,6,13,11,4,0,c4_2,,2015,7,12,11,4,0,c4_2
2016,20,21,14,7,0,c4_2,,2016,19,25,14,9,0,c4_2
2017,21,17,8,0,0,c4_2,,2017,24,16,8,1,0,c4_2
2018,29,22,8,6,0,c4_2,,2018,29,24,10,8,0,c4_2
2019,10,16,9,1,0,c4_2,,2019,10,21,9,2,0,c4_2
2020,15,18,6,2,0,c4_2,,2020,16,17,7,3,0,c4_2
2021,12,28,7,5,0,c4_2,,2021,13,33,7,7,0,c4_2
2022,49,15,19,5,8,c4_2,,2022,49,14,17,5,4,c4_2
1981,12,15,25,4,0,c5,,1981,11,13,25,5,0,c5
1982,8,14,25,5,0,c5,,1982,8,12,26,5,0,c5
1983,16,7,17,2,0,c5,,1983,14,7,16,2,0,c5
1984,11,14,8,7,0,c5,,1984,11,14,8,8,0,c5
1985,7,13,2,6,0,c5,,1985,8,14,2,8,0,c5
1986,10,7,13,3,0,c5,,1986,9,8,14,3,0,c5
1987,13,18,22,11,0,c5,,1987,13,18,25,11,0,c5
1988,22,21,17,15,0,c5,,1988,21,22,17,14,0,c5
1989,7,13,21,6,0,c5,,1989,8,14,21,8,0,c5
1990,19,18,7,10,0,c5,,1990,20,20,6,11,0,c5
1991,8,19,12,5,0,c5,,1991,8,16,13,5,0,c5
1992,13,12,19,5,0,c5,,1992,15,12,21,5,0,c5
1993,9,11,23,7,0,c5,,1993,10,10,22,7,0,c5
1994,23,18,15,10,1,c5,,1994,24,19,15,11,0,c5
1995,21,17,14,7,0,c5,,1995,21,14,14,8,0,c5
1996,7,9,13,1,0,c5,,1996,7,10,12,3,0,c5
1997,11,14,28,7,0,c5,,1997,12,12,27,9,0,c5
1998,15,11,8,6,0,c5,,1998,15,14,9,8,0,c5
1999,13,14,19,10,0,c5,,1999,12,14,19,11,0,c5
2000,9,11,11,2,0,c5,,2000,10,10,11,3,0,c5
2001,11,12,9,5,0,c5,,2001,10,12,8,5,0,c5
2002,11,10,11,6,0,c5,,2002,10,10,12,6,0,c5
2003,17,28,13,12,0,c5,,2003,19,29,11,14,0,c5
2004,11,9,17,5,0,c5,,2004,12,9,17,6,0,c5
2005,33,16,13,11,2,c5,,2005,32,16,12,12,1,c5
2006,19,12,12,7,0,c5,,2006,19,15,11,10,0,c5
2007,20,21,2,8,0,c5,,2007,20,22,2,10,0,c5
2008,19,20,12,8,0,c5,,2008,19,21,10,9,0,c5
2009,22,15,15,8,1,c5,,2009,22,13,13,9,0,c5
2010,21,21,8,13,0,c5,,2010,23,20,9,14,0,c5
2011,21,20,22,8,1,c5,,2011,22,19,22,10,0,c5
2012,13,13,9,5,0,c5,,2012,14,13,9,6,0,c5
2013,48,11,14,8,1,c5,,2013,49,11,15,8,1,c5
2014,7,10,13,2,0,c5,,2014,7,9,14,2,0,c5
2015,7,7,13,1,0,c5,,2015,6,8,14,1,0,c5
2016,19,18,12,10,0,c5,,2016,18,21,11,12,0,c5
2017,26,17,8,9,0,c5,,2017,28,16,8,9,0,c5
2018,15,24,6,9,0,c5,,2018,17,24,4,11,0,c5
2019,15,8,20,4,0,c5,,2019,17,8,20,6,0,c5
2020,16,20,9,6,0,c5,,2020,16,20,10,7,0,c5
2021,22,27,3,13,0,c5,,2021,20,28,3,14,0,c5
2022,36,13,14,5,0,c5,,2022,36,12,14,5,0,c5
1981,10,11,15,1,0,c6,,1981,10,12,16,2,0,c6
1982,9,7,25,3,0,c6,,1982,9,8,25,3,0,c6
1983,4,11,13,3,0,c6,,1983,4,11,13,4,0,c6
1984,4,13,5,4,0,c6,,1984,4,10,4,3,0,c6
1985,8,15,9,7,0,c6,,1985,6,15,10,6,0,c6
1986,10,6,9,0,1,c6,,1986,9,7,11,0,1,c6
1987,6,10,19,3,0,c6,,1987,6,9,15,2,0,c6
1988,11,22,10,7,0,c6,,1988,12,20,9,7,0,c6
1989,5,16,12,3,0,c6,,1989,4,17,14,3,0,c6
1990,15,16,11,5,0,c6,,1990,14,13,12,5,0,c6
1991,9,21,17,5,0,c6,,1991,10,18,17,5,0,c6
1992,4,10,10,2,0,c6,,1992,4,10,13,2,0,c6
1993,10,8,13,1,1,c6,,1993,9,9,11,1,0,c6
1994,31,7,18,3,0,c6,,1994,30,7,16,2,1,c6
1995,19,17,15,7,0,c6,,1995,19,21,16,9,0,c6
1996,13,15,11,4,0,c6,,1996,9,14,14,3,0,c6
1997,15,22,22,3,0,c6,,1997,17,15,22,2,0,c6
1998,12,25,5,6,0,c6,,1998,9,24,8,5,0,c6
1999,2,14,8,2,0,c6,,1999,2,15,8,1,0,c6
2000,14,19,18,3,0,c6,,2000,14,19,16,5,0,c6
2001,24,4,14,1,3,c6,,2001,23,3,13,0,2,c6
2002,34,9,22,2,2,c6,,2002,30,7,22,2,0,c6
2003,8,19,17,6,0,c6,,2003,10,23,15,7,0,c6
2004,7,4,22,0,2,c6,,2004,5,4,26,0,1,c6
2005,21,13,10,3,0,c6,,2005,24,13,11,2,1,c6
2006,59,30,22,15,7,c6,,2006,64,29,23,16,7,c6
2007,28,15,11,6,1,c6,,2007,27,19,11,4,1,c6
2008,21,12,21,5,7,c6,,2008,22,12,17,6,5,c6
2009,16,17,26,6,4,c6,,2009,18,16,23,7,5,c6
2010,12,25,7,10,0,c6,,2010,14,27,6,12,0,c6
2011,32,12,26,5,1,c6,,2011,33,12,25,6,1,c6
2012,9,15,12,6,0,c6,,2012,11,16,11,6,0,c6
2013,25,38,13,13,1,c6,,2013,29,31,17,11,1,c6
2014,6,11,14,1,0,c6,,2014,10,12,12,1,0,c6
2015,19,5,25,0,7,c6,,2015,19,9,26,0,7,c6
2016,33,31,12,19,2,c6,,2016,35,27,12,18,2,c6
2017,21,13,5,2,0,c6,,2017,24,15,9,3,0,c6
2018,25,37,4,12,0,c6,,2018,26,31,9,9,0,c6
2019,15,14,12,4,0,c6,,2019,16,13,11,1,1,c6
2020,19,17,16,2,3,c6,,2020,18,15,13,2,1,c6
2021,16,28,5,9,1,c6,,2021,14,23,3,9,0,c6
2022,44,22,12,5,0,c6,,2022,43,18,14,1,0,c6
1981,18,15,16,8,0,c7,,1981,19,13,18,7,0,c7
1982,5,13,9,1,0,c7,,1982,5,11,10,0,0,c7
1983,7,16,11,4,0,c7,,1983,6,15,12,3,0,c7
1984,11,9,13,0,0,c7,,1984,10,7,12,0,0,c7
1985,2,18,9,1,0,c7,,1985,1,17,7,1,0,c7
1986,7,11,4,1,0,c7,,1986,8,10,5,2,0,c7
1987,7,19,12,5,1,c7,,1987,5,20,12,5,0,c7
1988,19,13,12,3,1,c7,,1988,17,11,12,3,0,c7
1989,16,13,28,2,1,c7,,1989,14,12,26,2,0,c7
1990,3,11,7,2,0,c7,,1990,2,11,7,1,0,c7
1991,10,22,5,4,0,c7,,1991,8,22,5,4,0,c7
1992,8,10,13,2,0,c7,,1992,8,10,12,2,0,c7
1993,8,7,13,1,2,c7,,1993,9,7,11,1,0,c7
1994,13,37,7,5,0,c7,,1994,12,39,7,5,0,c7
1995,3,13,19,1,0,c7,,1995,4,13,17,2,0,c7
1996,8,5,15,2,0,c7,,1996,8,3,16,1,0,c7
1997,16,21,17,8,0,c7,,1997,18,21,16,9,0,c7
1998,9,25,5,5,0,c7,,1998,9,27,5,6,0,c7
1999,20,15,14,4,1,c7,,1999,20,16,15,5,1,c7
2000,37,16,21,4,4,c7,,2000,38,16,21,4,4,c7
2001,22,20,15,6,4,c7,,2001,24,17,16,6,3,c7
2002,18,17,14,9,0,c7,,2002,19,17,14,9,0,c7
2003,11,14,19,1,1,c7,,2003,10,17,18,3,0,c7
2004,16,6,18,2,0,c7,,2004,16,8,18,2,0,c7
2005,15,18,11,4,0,c7,,2005,15,18,11,5,0,c7
2006,15,11,17,1,0,c7,,2006,18,12,17,1,0,c7
2007,32,9,30,2,7,c7,,2007,30,9,30,2,7,c7
2008,20,9,14,2,0,c7,,2008,20,9,11,2,0,c7
2009,30,4,41,2,9,c7,,2009,32,6,40,2,8,c7
2010,29,9,18,1,2,c7,,2010,30,8,18,2,2,c7
2011,7,12,12,1,0,c7,,2011,6,12,12,1,0,c7
2012,7,16,17,0,0,c7,,2012,7,16,18,0,0,c7
2013,19,17,19,3,3,c7,,2013,20,17,19,2,2,c7
2014,12,15,24,2,1,c7,,2014,12,13,25,2,1,c7
2015,12,8,19,3,1,c7,,2015,12,9,18,3,1,c7
2016,24,22,19,6,1,c7,,2016,25,19,18,7,1,c7
2017,25,20,19,8,1,c7,,2017,27,20,20,7,1,c7
2018,26,26,9,11,0,c7,,2018,29,25,10,12,0,c7
2019,30,7,13,2,2,c7,,2019,31,7,14,2,2,c7
2020,15,12,12,2,2,c7,,2020,18,9,12,2,2,c7
2021,9,19,9,2,0,c7,,2021,8,18,10,2,0,c7
2022,27,15,20,3,0,c7,,2022,27,18,22,4,0,c7
1981,4,2,18,0,0,d1,,1981,6,6,19,0,0,d1
1982,4,10,20,2,0,d1,,1982,8,10,26,2,1,d1
1983,19,15,19,7,2,d1,,1983,17,13,15,5,1,d1
1984,3,10,6,2,0,d1,,1984,3,13,5,2,0,d1
1985,0,2,6,0,0,d1,,1985,2,5,7,0,0,d1
1986,6,4,19,2,0,d1,,1986,8,0,18,0,0,d1
1987,6,8,13,3,0,d1,,1987,6,10,11,4,0,d1
1988,10,6,13,2,0,d1,,1988,9,8,14,2,0,d1
1989,12,4,22,1,0,d1,,1989,18,8,28,1,0,d1
1990,6,14,7,3,0,d1,,1990,4,13,5,0,0,d1
1991,9,12,9,3,0,d1,,1991,8,15,10,2,0,d1
1992,14,5,31,2,2,d1,,1992,15,9,27,2,3,d1
1993,4,4,16,2,0,d1,,1993,5,3,13,2,0,d1
1994,37,48,7,25,1,d1,,1994,32,43,6,22,1,d1
1995,0,3,16,0,0,d1,,1995,0,4,13,0,0,d1
1996,11,9,15,2,1,d1,,1996,8,8,17,2,1,d1
1997,40,20,16,10,1,d1,,1997,32,17,15,8,2,d1
1998,13,22,6,9,0,d1,,1998,14,26,6,12,0,d1
1999,30,17,14,9,0,d1,,1999,35,17,22,7,0,d1
2000,44,19,4,10,0,d1,,2000,45,17,7,8,1,d1
2001,25,16,7,3,0,d1,,2001,23,16,10,2,0,d1
2002,23,20,25,4,2,d1,,2002,27,19,28,4,3,d1
2003,5,7,14,0,2,d1,,2003,6,9,18,0,4,d1
2004,13,12,18,3,5,d1,,2004,13,11,19,4,4,d1
2005,18,18,9,10,0,d1,,2005,18,20,7,12,0,d1
2006,7,12,11,5,0,d1,,2006,5,13,15,4,0,d1
2007,12,16,7,7,0,d1,,2007,13,15,10,5,0,d1
2008,8,12,11,6,0,d1,,2008,8,15,8,5,0,d1
2009,19,12,16,1,0,d1,,2009,14,14,15,2,0,d1
2010,11,20,12,9,0,d1,,2010,13,20,11,7,0,d1
2011,2,4,16,1,0,d1,,2011,2,3,15,0,0,d1
2012,9,24,5,3,0,d1,,2012,11,20,5,5,0,d1
2013,25,29,10,13,0,d1,,2013,25,30,10,12,0,d1
2014,23,9,13,4,1,d1,,2014,25,10,17,4,3,d1
2015,25,10,18,6,2,d1,,2015,18,9,20,2,1,d1
2016,47,28,14,18,4,d1,,2016,34,28,19,9,4,d1
2017,62,35,20,24,4,d1,,2017,54,32,24,21,4,d1
2018,38,28,9,21,0,d1,,2018,33,22,8,12,0,d1
2019,49,25,17,18,5,d1,,2019,42,17,25,8,9,d1
2020,17,18,11,8,0,d1,,2020,18,20,15,5,1,d1
2021,18,20,7,3,1,d1,,2021,13,21,9,1,0,d1
2022,25,31,13,9,0,d1,,2022,21,31,13,7,0,d1
1981,11,14,9,5,0,d2_1,,1981,9,14,10,5,0,d2_1
1982,24,10,17,4,0,d2_1,,1982,24,12,16,5,0,d2_1
1983,4,10,9,0,0,d2_1,,1983,4,12,9,0,0,d2_1
1984,9,12,10,3,0,d2_1,,1984,8,10,10,3,0,d2_1
1985,4,12,12,0,0,d2_1,,1985,4,11,11,0,0,d2_1
1986,11,7,9,0,0,d2_1,,1986,12,6,7,0,0,d2_1
1987,3,11,18,1,0,d2_1,,1987,3,7,18,0,0,d2_1
1988,8,27,3,4,0,d2_1,,1988,8,26,3,4,0,d2_1
1989,8,10,16,2,0,d2_1,,1989,8,8,17,2,0,d2_1
1990,3,11,8,2,0,d2_1,,1990,3,10,8,1,0,d2_1
1991,7,18,14,3,0,d2_1,,1991,7,18,15,4,0,d2_1
1992,10,11,15,0,0,d2_1,,1992,10,11,16,0,0,d2_1
1993,4,11,5,2,0,d2_1,,1993,4,11,7,2,0,d2_1
1994,23,33,6,12,0,d2_1,,1994,21,33,5,12,0,d2_1
1995,16,14,20,4,0,d2_1,,1995,17,12,20,5,0,d2_1
1996,14,10,22,3,0,d2_1,,1996,15,10,22,3,0,d2_1
1997,17,11,19,1,3,d2_1,,1997,18,11,19,2,3,d2_1
1998,12,22,5,5,0,d2_1,,1998,12,23,5,5,0,d2_1
1999,25,21,15,13,0,d2_1,,1999,24,20,16,11,0,d2_1
2000,39,21,16,12,3,d2_1,,2000,39,21,13,10,3,d2_1
2001,28,10,21,3,1,d2_1,,2001,26,10,21,3,1,d2_1
2002,15,13,11,1,0,d2_1,,2002,16,12,12,1,0,d2_1
2003,6,7,17,0,0,d2_1,,2003,5,8,19,0,0,d2_1
2004,21,10,28,4,2,d2_1,,2004,20,10,29,3,2,d2_1
2005,11,28,11,6,0,d2_1,,2005,13,27,11,7,0,d2_1
2006,24,12,19,3,0,d2_1,,2006,23,12,20,3,0,d2_1
2007,30,10,27,2,1,d2_1,,2007,33,10,27,3,1,d2_1
2008,13,13,7,2,0,d2_1,,2008,13,14,7,2,0,d2_1
2009,15,5,23,1,1,d2_1,,2009,16,4,24,1,1,d2_1
2010,24,27,17,9,0,d2_1,,2010,25,26,14,9,0,d2_1
2011,8,19,10,1,0,d2_1,,2011,10,20,9,1,0,d2_1
2012,12,21,9,5,0,d2_1,,2012,12,21,7,5,0,d2_1
2013,6,19,7,2,0,d2_1,,2013,6,19,6,2,0,d2_1
2014,12,22,4,2,0,d2_1,,2014,12,22,4,4,0,d2_1
2015,10,18,7,2,0,d2_1,,2015,10,17,7,2,0,d2_1
2016,13,24,8,3,0,d2_1,,2016,14,26,8,4,0,d2_1
2017,23,13,24,5,1,d2_1,,2017,25,13,25,5,2,d2_1
2018,9,26,4,6,0,d2_1,,2018,11,27,4,6,0,d2_1
2019,16,24,6,10,0,d2_1,,2019,17,24,7,11,0,d2_1
2020,12,19,5,5,0,d2_1,,2020,14,16,5,4,0,d2_1
2021,7,35,1,7,0,d2_1,,2021,8,33,1,8,0,d2_1
2022,9,24,9,6,0,d2_1,,2022,9,24,10,6,0,d2_1
1981,11,20,10,5,0,d2_2,,1981,10,18,10,4,0,d2_2
1982,25,14,20,5,2,d2_2,,1982,24,15,22,6,3,d2_2
1983,5,11,6,1,0,d2_2,,1983,4,12,7,0,0,d2_2
1984,16,9,13,4,0,d2_2,,1984,17,9,11,4,0,d2_2
1985,3,16,8,0,0,d2_2,,1985,3,14,7,0,0,d2_2
1986,6,6,8,0,0,d2_2,,1986,6,6,8,0,0,d2_2
1987,3,9,12,0,0,d2_2,,1987,3,8,14,0,0,d2_2
1988,8,24,3,4,0,d2_2,,1988,8,23,3,4,0,d2_2
1989,8,7,15,2,0,d2_2,,1989,8,7,16,2,0,d2_2
1990,1,13,5,1,0,d2_2,,1990,1,13,4,1,0,d2_2
1991,10,17,13,4,0,d2_2,,1991,11,17,12,4,0,d2_2
1992,10,12,14,3,0,d2_2,,1992,10,9,15,2,0,d2_2
1993,3,9,6,0,0,d2_2,,1993,3,8,6,0,0,d2_2
1994,15,32,5,8,0,d2_2,,1994,15,31,5,8,0,d2_2
1995,16,6,16,2,0,d2_2,,1995,16,7,16,2,0,d2_2
1996,13,11,19,3,1,d2_2,,1996,12,12,19,4,1,d2_2
1997,23,11,18,4,2,d2_2,,1997,25,10,20,4,4,d2_2
1998,11,19,4,5,0,d2_2,,1998,10,20,5,5,0,d2_2
1999,20,13,23,4,0,d2_2,,1999,18,16,24,5,0,d2_2
2000,38,24,14,12,4,d2_2,,2000,38,23,12,11,4,d2_2
2001,30,7,25,3,3,d2_2,,2001,30,8,24,3,2,d2_2
2002,20,11,9,2,0,d2_2,,2002,20,12,11,2,0,d2_2
2003,6,11,17,0,0,d2_2,,2003,6,11,17,0,0,d2_2
2004,30,10,35,6,3,d2_2,,2004,30,10,36,6,3,d2_2
2005,8,29,9,4,0,d2_2,,2005,6,26,9,3,0,d2_2
2006,25,12,22,3,1,d2_2,,2006,24,11,22,2,0,d2_2
2007,36,8,30,2,5,d2_2,,2007,37,8,30,2,5,d2_2
2008,8,14,10,0,1,d2_2,,2008,8,11,11,0,1,d2_2
2009,15,3,20,0,1,d2_2,,2009,15,2,22,0,0,d2_2
2010,22,24,15,8,0,d2_2,,2010,23,25,14,8,0,d2_2
2011,9,18,9,1,0,d2_2,,2011,9,17,8,1,0,d2_2
2012,11,22,8,3,0,d2_2,,2012,11,19,8,3,0,d2_2
2013,11,19,4,3,0,d2_2,,2013,11,17,5,3,0,d2_2
2014,17,21,6,2,0,d2_2,,2014,17,20,8,3,0,d2_2
2015,17,10,10,2,0,d2_2,,2015,17,9,11,2,0,d2_2
2016,15,27,9,7,0,d2_2,,2016,14,26,10,6,0,d2_2
2017,24,20,25,6,1,d2_2,,2017,25,20,26,6,1,d2_2
2018,16,22,5,7,0,d2_2,,2018,17,21,7,8,0,d2_2
2019,18,24,9,8,0,d2_2,,2019,18,25,9,8,0,d2_2
2020,14,21,3,2,0,d2_2,,2020,12,20,3,2,0,d2_2
2021,12,29,1,7,0,d2_2,,2021,13,31,1,7,0,d2_2
2022,13,29,9,8,0,d2_2,,2022,13,30,9,8,0,d2_2
1981,12,18,20,4,0,d3,,1981,12,17,22,4,0,d3
1982,7,10,14,3,0,d3,,1982,7,7,15,3,0,d3
1983,11,12,15,1,0,d3,,1983,11,14,13,0,0,d3
1984,6,15,16,1,0,d3,,1984,6,12,15,1,0,d3
1985,4,9,6,1,0,d3,,1985,5,10,7,0,0,d3
1986,5,7,12,0,0,d3,,1986,2,7,10,0,0,d3
1987,13,8,20,0,3,d3,,1987,15,6,16,2,1,d3
1988,4,29,10,1,0,d3,,1988,3,29,11,0,0,d3
1989,8,13,28,1,0,d3,,1989,8,10,31,1,0,d3
1990,9,9,7,0,0,d3,,1990,12,9,7,1,0,d3
1991,25,17,13,3,0,d3,,1991,25,16,17,3,1,d3
1992,7,13,4,0,0,d3,,1992,9,12,9,0,0,d3
1993,10,3,19,0,0,d3,,1993,7,2,16,0,0,d3
1994,12,24,10,2,0,d3,,1994,10,25,13,3,0,d3
1995,4,13,17,0,0,d3,,1995,2,14,19,0,0,d3
1996,2,21,8,0,0,d3,,1996,1,19,7,0,0,d3
1997,25,18,12,6,0,d3,,1997,23,21,15,5,0,d3
1998,15,22,7,4,0,d3,,1998,18,20,7,4,0,d3
1999,32,21,12,5,3,d3,,1999,32,20,8,5,1,d3
2000,18,17,19,4,1,d3,,2000,15,19,17,5,0,d3
2001,28,6,25,1,11,d3,,2001,27,6,25,1,8,d3
2002,24,20,9,7,1,d3,,2002,24,21,9,8,1,d3
2003,6,26,7,3,0,d3,,2003,6,28,6,3,0,d3
2004,8,9,9,2,0,d3,,2004,11,7,14,2,0,d3
2005,26,17,24,4,5,d3,,2005,27,16,21,4,3,d3
2006,15,27,16,3,1,d3,,2006,17,23,17,3,2,d3
2007,32,3,23,0,4,d3,,2007,32,4,21,1,3,d3
2008,15,13,16,1,2,d3,,2008,14,16,14,3,1,d3
2009,22,11,33,3,8,d3,,2009,24,9,29,2,6,d3
2010,29,14,15,3,3,d3,,2010,28,12,15,3,3,d3
2011,17,8,33,0,2,d3,,2011,14,7,32,1,1,d3
2012,18,18,19,2,1,d3,,2012,19,17,23,1,2,d3
2013,15,27,18,4,2,d3,,2013,17,26,18,4,2,d3
2014,9,13,23,0,0,d3,,2014,9,11,24,0,0,d3
2015,14,8,19,1,1,d3,,2015,12,10,21,1,1,d3
2016,12,22,10,5,0,d3,,2016,11,24,12,4,0,d3
2017,28,24,9,4,0,d3,,2017,30,22,11,4,0,d3
2018,20,48,15,10,3,d3,,2018,24,45,14,14,1,d3
2019,21,12,17,1,0,d3,,2019,23,10,20,1,0,d3
2020,12,11,9,1,0,d3,,2020,10,7,8,1,0,d3
2021,9,23,17,3,0,d3,,2021,14,22,17,6,0,d3
2022,29,20,20,6,0,d3,,2022,27,19,18,6,0,d3
1981,6,7,22,3,0,d4,,1981,7,6,22,3,0,d4
1982,7,14,15,2,0,d4,,1982,5,14,15,2,0,d4
1983,16,21,6,7,0,d4,,1983,12,25,5,7,0,d4
1984,3,5,20,1,0,d4,,1984,3,5,21,1,0,d4
1985,3,9,23,0,0,d4,,1985,3,8,21,0,0,d4
1986,13,13,17,4,1,d4,,1986,11,11,21,4,2,d4
1987,15,18,13,9,0,d4,,1987,16,17,14,9,0,d4
1988,17,23,8,7,0,d4,,1988,17,21,8,8,0,d4
1989,10,13,15,4,0,d4,,1989,11,16,16,6,0,d4
1990,18,11,19,3,5,d4,,1990,18,10,21,4,4,d4
1991,25,9,15,5,0,d4,,1991,22,13,16,5,0,d4
1992,12,8,24,1,0,d4,,1992,12,8,22,2,0,d4
1993,6,22,13,4,0,d4,,1993,5,16,12,3,0,d4
1994,12,9,7,3,0,d4,,1994,10,9,7,5,0,d4
1995,18,14,21,4,0,d4,,1995,18,16,18,7,0,d4
1996,13,7,11,2,0,d4,,1996,12,10,9,3,0,d4
1997,4,19,18,1,0,d4,,1997,6,15,18,2,0,d4
1998,35,27,10,9,0,d4,,1998,31,29,10,10,0,d4
1999,8,19,12,2,0,d4,,1999,8,16,11,1,0,d4
2000,21,14,22,5,0,d4,,2000,16,15,22,6,0,d4
2001,11,12,10,4,0,d4,,2001,11,13,11,4,0,d4
2002,16,8,14,3,0,d4,,2002,15,10,13,2,0,d4
2003,8,14,6,2,0,d4,,2003,10,13,9,2,0,d4
2004,21,18,28,5,0,d4,,2004,20,18,28,5,0,d4
2005,21,13,12,9,1,d4,,2005,22,11,12,8,1,d4
2006,19,25,19,9,0,d4,,2006,21,21,21,7,1,d4
2007,31,20,12,11,0,d4,,2007,30,21,12,8,0,d4
2008,19,12,14,5,0,d4,,2008,18,14,13,5,0,d4
2009,31,24,10,10,0,d4,,2009,35,24,10,11,0,d4
2010,25,21,11,9,2,d4,,2010,25,17,12,8,2,d4
2011,35,11,23,2,3,d4,,2011,32,9,22,2,3,d4
2012,19,19,14,7,0,d4,,2012,18,17,14,6,0,d4
2013,16,18,15,5,0,d4,,2013,19,19,13,7,0,d4
2014,37,60,3,25,1,d4,,2014,40,60,3,28,1,d4
2015,36,34,9,19,0,d4,,2015,34,34,13,21,1,d4
2016,42,35,3,24,0,d4,,2016,41,34,4,21,0,d4
2017,35,46,3,20,0,d4,,2017,37,45,2,22,0,d4
2018,30,23,8,6,0,d4,,2018,30,24,6,9,0,d4
2019,38,51,10,27,0,d4,,2019,36,48,10,29,0,d4
2020,49,30,2,12,0,d4,,2020,52,37,0,19,0,d4
2021,51,50,3,26,0,d4,,2021,55,53,3,31,0,d4
2022,34,29,12,13,0,d4,,2022,36,28,14,11,0,d4
1981,6,11,25,4,0,f1,,1981,9,10,21,4,0,f1
1982,5,8,18,1,0,f1,,1982,6,8,18,1,0,f1
1983,20,21,5,8,0,f1,,1983,16,22,6,9,0,f1
1984,3,4,22,0,0,f1,,1984,3,3,25,1,0,f1
1985,4,12,18,2,0,f1,,1985,5,12,14,3,0,f1
1986,15,15,18,5,2,f1,,1986,14,14,18,6,2,f1
1987,14,17,12,8,0,f1,,1987,13,17,15,8,0,f1
1988,19,26,10,11,0,f1,,1988,20,25,10,10,0,f1
1989,14,11,19,3,0,f1,,1989,15,9,18,4,0,f1
1990,19,16,22,2,6,f1,,1990,20,17,21,2,7,f1
1991,21,12,15,2,0,f1,,1991,21,13,15,7,0,f1
1992,14,8,27,1,4,f1,,1992,13,7,27,1,2,f1
1993,7,16,6,4,0,f1,,1993,5,16,8,3,0,f1
1994,12,8,8,2,0,f1,,1994,12,12,11,6,0,f1
1995,16,15,15,4,0,f1,,1995,11,15,15,3,0,f1
1996,8,6,5,1,0,f1,,1996,9,5,6,0,0,f1
1997,10,9,21,4,1,f1,,1997,11,13,25,6,1,f1
1998,35,32,12,9,0,f1,,1998,26,30,12,7,0,f1
1999,7,21,14,3,0,f1,,1999,11,23,12,5,0,f1
2000,15,14,23,4,0,f1,,2000,15,17,24,6,0,f1
2001,15,11,13,5,0,f1,,2001,16,10,13,5,0,f1
2002,5,9,13,2,0,f1,,2002,6,8,13,3,0,f1
2003,9,12,8,5,0,f1,,2003,11,12,7,4,0,f1
2004,21,18,26,7,0,f1,,2004,20,18,26,8,0,f1
2005,24,12,12,9,2,f1,,2005,21,13,10,7,1,f1
2006,21,23,20,10,0,f1,,2006,19,21,21,7,0,f1
2007,31,18,14,12,0,f1,,2007,32,19,13,12,0,f1
2008,20,10,11,2,0,f1,,2008,22,9,15,3,0,f1
2009,27,25,8,10,0,f1,,2009,31,24,8,9,0,f1
2010,19,23,11,4,2,f1,,2010,17,16,12,5,1,f1
2011,23,11,21,3,4,f1,,2011,24,15,20,5,3,f1
2012,15,16,12,6,0,f1,,2012,17,18,15,6,0,f1
2013,18,21,15,5,0,f1,,2013,20,22,13,7,0,f1
2014,41,49,2,25,0,f1,,2014,40,50,2,27,0,f1
2015,39,42,14,21,1,f1,,2015,34,36,14,18,1,f1
2016,36,36,6,20,0,f1,,2016,36,36,8,21,0,f1
2017,35,43,5,22,0,f1,,2017,30,42,5,19,0,f1
2018,30,26,6,9,0,f1,,2018,30,27,7,11,0,f1
2019,35,52,12,28,0,f1,,2019,35,57,11,29,0,f1
2020,49,24,3,10,2,f1,,2020,46,23,3,12,2,f1
2021,49,50,3,29,0,f1,,2021,50,61,3,36,0,f1
2022,26,27,12,11,0,f1,,2022,27,27,12,10,0,f1
1981,10,19,15,5,0,f2_1,,1981,13,14,13,6,0,f2_1
1982,2,13,21,1,0,f2_1,,1982,3,10,19,2,0,f2_1
1983,25,10,20,5,10,f2_1,,1983,20,12,19,3,7,f2_1
1984,7,11,10,0,0,f2_1,,1984,7,14,13,1,1,f2_1
1985,4,10,12,1,0,f2_1,,1985,4,9,11,4,0,f2_1
1986,8,8,26,3,1,f2_1,,1986,7,11,29,3,1,f2_1
1987,11,7,26,0,1,f2_1,,1987,10,8,22,3,0,f2_1
1988,21,26,7,11,0,f2_1,,1988,22,24,7,11,0,f2_1
